Token ID,Owner Address,Attribute rank,Attribute specie,Stacked
68,0x2434ddf0b239d169b41ffd1367d5e8f80f367d95,rare,fox,true
69,0xac1ef6ed4f3608d792aa29b5f6df6762c165d37f,epic,fox,true
70,0xb036b44297e885aeef01b8824334e83018ef86a2,legendary,fox,true
71,0xd0c56eedcca3db2eefa8515b3aa9044106a33802,rare,fox,true
72,0xaf6ec581eca15f44182c129d8f3d7e0a1b92f299,rare,fox,true
73,0x3e13fa90a9c93e977436e6beedfea34929905208,rare,fox,true
74,0xffae72c665f39f23eef85f5423302800d8cb18a2,rare,fox,true
75,0x392a9c7583d644f4f2235653850191a27a5728e9,epic,fox,true
76,0x97F3F2D6C8681c04eA19Bd984D7faFadfde5ED08,rare,fox,
77,0x5f494a30f1b71b748b71939c18446288168cdaab,mystic,fox,true
78,0x0d38213f35178f4671ddb7012025dee7e1e3aa6a,rare,fox,true
79,0xa0caa7803205026ec08818664c4211aff7565f56,rare,fox,true
80,0x7d252c0d16d9e7673f0de5943475e297a538781e,legendary,fox,true
81,0xa9183eafda1c7c812a9dd7d9eb093f2e229f8eb7,rare,fox,true
82,0x5fb6436adb2f4f398e811616c96226ae423fff08,rare,fox,true
83,0x92af5d664e658c236a68ccf82dc9306ebc5512ac,rare,fox,true
84,0x5e051b713dc35dfc366330b00290529b436cf6e3,rare,fox,true
85,0x9d9f83e77cad7a524830fb2ee27b97c5e5caff6d,epic,fox,true
86,0xb387ef5694839624940a947dc6cc74cf5b4dbc52,rare,fox,true
87,0x7989a47a7abc2baef635190ba1fb0e6fcb792639,rare,fox,true
88,0xc910a88507268fae173b78594d5e3b26cf768999,epic,fox,true
89,0xfc44c6a99cb1fc8f2cba14a097c33f450c3712ba,rare,fox,true
90,0xb3334de8b53e5d0fec0db952f95f10ad7d9bb838,legendary,fox,true
91,0x4715fe8ea582299fa27ae11ad3de3e1011597f47,rare,fox,true
92,0x0d283ef0b53d7b4dafd68560b5efc101c7fded9f,rare,fox,true
93,0x3567324b39c67efca0d6a84cb665ac9c12e6fdd4,rare,fox,true
94,0x9a1d1a5a6d0db16def377653faa497c25b9d2ed6,rare,fox,true
95,0xf69008d003b304222ad8581f6de7312da95ce48e,epic,fox,true
96,0x5e051b713dc35dfc366330b00290529b436cf6e3,epic,fox,true
97,0xb119171497de432b4a3a5654c9d0b6a142af50a3,rare,fox,true
98,0x97169839c817dd38382b497d1552a7e61b33d995,rare,fox,true
99,0xa82ecee88be8906b59b9ba73da3ce8bc4a3f1347,mystic,fox,true
100,0x0d283ef0b53d7b4dafd68560b5efc101c7fded9f,legendary,fox,true
101,0xea9c79acb6d54c98f9122e6ea5c057de10bb7159,epic,fox,true
102,0xe3bb64d93c3f2fb11ba18b05df0b573981378828,rare,fox,true
103,0xa0caa7803205026ec08818664c4211aff7565f56,rare,fox,true
104,0xcbfbee75931903c1b03363b08b30b646b29d452e,rare,fox,true
105,0x7ff3514178501d51e943306e6ce83b8485881706,epic,fox,true
106,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
107,0x6dc8d50acebf56590050e3d6322a4886095ed9d8,rare,fox,true
108,0xbc5cee650737cdaf49c95587408db8e40a2b129b,rare,fox,true
109,0x9baf7945d3acbdf9a66e9e325aa8fde9635669a1,rare,fox,true
110,0xa0caa7803205026ec08818664c4211aff7565f56,legendary,fox,true
111,0x7334b9316Cee6912978Ec011CF54B54771675193,mystic,fox,
112,0x50655a926d148f43a7ae74068d91aebd6c980e48,rare,fox,true
113,0x0a8c2ee08760251705f5aaf7bb0e7b490029bc27,rare,fox,true
114,0x9b2bEfdF2e42d1C961b48Ffb6f65F650E532fa7B,rare,fox,
115,0xa0caa7803205026ec08818664c4211aff7565f56,epic,fox,true
116,0x4914058fbb0b8f11c7bbc6d00a7ee9318a704b2a,rare,fox,true
117,0x7b4d7cd1b3cfe706b719faa692051f39d0eb81a6,epic,fox,true
118,0x3210174f50D1B022cdBc04336EF85D906FA80247,rare,fox,
119,0x7be01c4a4031bedfca68d2110e8f4306463a5f0d,rare,fox,true
120,0xc5fb2ed71405d6252e0539f22644ba8968611ed5,legendary,fox,true
121,0xcb726cf119ece38e8468bd448fa3ba82775a109f,epic,fox,true
122,0x5F34F330A5f093CdAE5CC298bc183082518ddE41,rare,fox,
123,0xd2c26d92eb62e0fcbd379c68b555be2e20372c4c,mystic,fox,true
124,0x0e40b14e2e5721580940199e495955a05e657c92,rare,fox,true
125,0xcb726cf119ece38e8468bd448fa3ba82775a109f,epic,fox,true
126,0xaf6ec581eca15f44182c129d8f3d7e0a1b92f299,rare,fox,true
127,0xcbfbee75931903c1b03363b08b30b646b29d452e,rare,fox,true
128,0xe7258483bd47b0db23ce543de8895c198aeb59d3,rare,fox,true
129,0xaab50b11568543a3d052998c9d8f880a44753c19,rare,fox,true
130,0xf4ff9612d9524555fa20e6799860438181c32da9,legendary,fox,true
131,0xE8A4939517f122b7971574447ACF1415f4d1C82b,rare,fox,
132,0xf9890a282d060a9fde16f11e8bac33f0a57376e5,rare,fox,true
133,0x99ac64acd140c818f603367c214fb9b848c0388b,epic,fox,true
134,0x455d9B5042C8195A2eC77E8DC27d99C5A88B6319,rare,fox,
135,0xf52611a15830d59d4775022826ad9f5f6899fd0b,epic,fox,true
136,0xb25fbb128cd3ef669dcfbc0586fa1a5cb89b4d61,rare,fox,true
137,0xa0caa7803205026ec08818664c4211aff7565f56,rare,fox,true
138,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
139,0xca0ca563a47b9041429e002f10f03f2ee04ab64f,rare,fox,true
140,0x999f5799ebef6bac8742f6947288f1529dc41944,legendary,fox,true
141,0x0d6d0d6a819a912659398873a694189fb689ccf4,rare,fox,true
142,0x083d1621cddff476b35a7e85d2f3e18ea3384f5a,rare,fox,true
143,0x3ecaeccf3764eb2fe1a2acb6b97cb7a2d17bf500,rare,fox,true
144,0x4680def488caa5db07037d37207df6284ccb12c4,epic,fox,true
145,0xf69008d003b304222ad8581f6de7312da95ce48e,epic,fox,true
146,0x3358549b372a13d197a8af5a6ec6e89a9f359f5f,rare,fox,true
147,0x9fed45ff3cf4b86de3781039180d66c869910c2f,rare,fox,true
148,0x6afb464d5e1eb745aa7124bb767af13f2bb54546,rare,fox,true
149,0x3567324b39c67efca0d6a84cb665ac9c12e6fdd4,rare,fox,true
150,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,legendary,fox,
151,0x1e2bc3d1a854248f7fd1c574404cedb58e03987a,epic,fox,true
152,0xd243996cae01cb65de7fd087bee2a94749df1b63,rare,fox,true
153,0x968ccae60420900d180bc9eb8440d2620ffa82d2,rare,fox,true
154,0x06c7e55a0e3e11b96aa5ff6dbacba2e21ce81b3a,rare,fox,true
155,0xce8ab3de786b077baffed3e8677316a6a157d352,mystic,fox,true
156,0x2abcdc54e292a301edecedbfc97c5a3f3f0603c3,rare,fox,true
157,0x175fae7a47f28896fdd27931c82c3f8ce9ef1c5d,epic,fox,true
158,0xaf6ec581eca15f44182c129d8f3d7e0a1b92f299,rare,fox,true
159,0x2af3c96634b31e6d3480b3c7d42c69244c58a68d,rare,fox,true
160,0x2a76167D63Dfe8344b87C8B17f2AD7F413DD5A08,legendary,fox,
161,0xcbfbee75931903c1b03363b08b30b646b29d452e,rare,fox,true
162,0x540fd165774f8de502e454ca11f4902c5bccd25d,rare,fox,true
163,0x0d38213f35178f4671ddb7012025dee7e1e3aa6a,rare,fox,true
164,0x93DA2Ec9fB25C50bD9A4F915FE4721d824a448Fa,rare,fox,
165,0x5f494a30f1b71b748b71939c18446288168cdaab,epic,fox,true
166,0x5479fe9fd8fc13464b62e6323aa283d2328ab46d,rare,fox,true
167,0xf52611a15830d59d4775022826ad9f5f6899fd0b,rare,fox,true
168,0x725114eb2b6923ec82af4052c0ca27ed80764286,rare,fox,true
169,0xddeca658f2733e82544417222846fff0481bead2,epic,fox,true
170,0x1e2bc3d1a854248f7fd1c574404cedb58e03987a,legendary,fox,true
171,0xe7258483bd47b0db23ce543de8895c198aeb59d3,epic,fox,true
172,0x7259212fac25edd4deb4d823c49b5d2fed9e94c5,rare,fox,true
173,0x7ff3514178501d51e943306e6ce83b8485881706,rare,fox,true
174,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
175,0x465e6cbd810ff783c72f9aa87c7d1d40628129ff,epic,fox,true
176,0x32cdb1676e2deb81b0759b9e4be51e6351ef2428,rare,fox,true
177,0xcd6c00a8651d0a57070eda61e50a12fd07c85f49,mystic,fox,true
178,0x456569f0a42824d0cdef76873320601935e36a4b,rare,fox,true
179,0x30ac8b04d6d59fbabba9728666d08e4199ec191b,rare,fox,true
180,0x1dc6de4bb9ad61a09b8ca689f44f09a7ba2e9d8d,legendary,fox,true
181,0xE8A4939517f122b7971574447ACF1415f4d1C82b,rare,fox,
182,0x92093d6dc3fa717113cd7c4d5436230057670584,rare,fox,true
183,0xa0caa7803205026ec08818664c4211aff7565f56,rare,fox,true
184,0xa0caa7803205026ec08818664c4211aff7565f56,rare,fox,true
185,0x5f494a30f1b71b748b71939c18446288168cdaab,epic,fox,true
186,0xddeca658f2733e82544417222846fff0481bead2,rare,fox,true
187,0x98b6db118fa6216d0e1a604319bab938a8af27a0,rare,fox,true
188,0x2d1f20abd6c93264a1b91ce1382702d5c9a57e11,epic,fox,true
189,0x2434ddf0b239d169b41ffd1367d5e8f80f367d95,rare,fox,true
190,0x10c0d3174507d30591702fab8a7ce5dcc6dd23db,legendary,fox,true
191,0x0d38213f35178f4671ddb7012025dee7e1e3aa6a,epic,fox,true
192,0xcbfbee75931903c1b03363b08b30b646b29d452e,rare,fox,true
193,0x0d38213f35178f4671ddb7012025dee7e1e3aa6a,rare,fox,true
194,0x10e1cdd25901646f4f60de7933449e1ddaa62e64,rare,fox,true
195,0x0d38213f35178f4671ddb7012025dee7e1e3aa6a,epic,fox,true
196,0xb119171497de432b4a3a5654c9d0b6a142af50a3,rare,fox,true
197,0xcb726cf119ece38e8468bd448fa3ba82775a109f,rare,fox,true
198,0xddeca658f2733e82544417222846fff0481bead2,rare,fox,true
199,0xddeca658f2733e82544417222846fff0481bead2,mystic,fox,true
200,0xf52611a15830d59d4775022826ad9f5f6899fd0b,legendary,fox,true
201,0xf52611a15830d59d4775022826ad9f5f6899fd0b,epic,fox,true
202,0xff25c7794b455108fa6aadee4091d0cd80d811d1,mystic,fox,true
203,0xf89e7d95603ea3d3c0749aaf87f696d0ea29518d,rare,fox,true
204,0x0d176981c09c0520c3698fb14a55b840c443b9db,rare,fox,true
205,0x2af3c96634b31e6d3480b3c7d42c69244c58a68d,epic,fox,true
206,0x0de30484b518468201a7922b75b3c292c80b4b45,rare,fox,true
207,0x1535e438ab4e2cb18413cdb5e4c3cc23971dd810,rare,fox,true
208,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
209,0xa0caa7803205026ec08818664c4211aff7565f56,rare,fox,true
210,0x175fae7a47f28896fdd27931c82c3f8ce9ef1c5d,legendary,fox,true
211,0x4d6157f8bb3060a31d620f3aa6baf610198e29f3,epic,fox,true
212,0xb41d188d47224da09b267b9e4b362dd6ce668f57,rare,fox,true
213,0xaf6ec581eca15f44182c129d8f3d7e0a1b92f299,,,true
214,0x830bB6be1dEcEd69ce883f6BB5531F9491A1be10,rare,fox,
215,0x20b87afdb47b1593d70735d8a3c7d4cc97030113,epic,fox,true
216,0xb28a171fed52c8121e847362a1e735b57ea98911,rare,fox,true
217,0x018cc4af7a9442aae70f64bd6f44941c7718b4f7,rare,fox,true
218,0xa7e268f5c1a9978f7c23dbece038a03f066dbf2d,rare,fox,true
219,0x0176ab58a012c11c52d94334259fc75b451d1364,rare,fox,true
220,0xb300b8a9f1a934de52f208bc06e40fc8be92e778,legendary,fox,true
221,0x15f0a76bfd65a594aed8ca4c31f311daf4e531fc,epic,fox,true
222,0x290dce7aec79b57a367da9550a552de33e2b4dcb,mystic,fox,true
223,0xa2901bae96df608302febc5b8773bce06cf9925f,rare,fox,true
224,0x8335862f4d0668325b7f326f8f94b0c66563d91d,rare,fox,true
225,0x999f5799ebef6bac8742f6947288f1529dc41944,epic,fox,true
226,0x3baE73e7d08E4F04D6F0db9159D923702fB9D4d7,rare,fox,
227,0x16c3c3e9200e6cb8e57f7b0899b8e0b27271e2e4,rare,fox,true
228,0x6a73CEeD0859722839fECc99c4A474b271409eA1,rare,fox,
229,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
230,0xc4a36bff844df9add9be092a03a849707850c83a,legendary,fox,true
231,0x968CCAE60420900D180bC9Eb8440d2620Ffa82D2,rare,fox,
232,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
233,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,epic,fox,
234,0x456569f0a42824d0cdef76873320601935e36a4b,rare,fox,true
235,0xe7a4d1dbda5b46f6ac9f992d807e8b4e41ad6192,,,true
236,0x3567324b39c67efca0d6a84cb665ac9c12e6fdd4,rare,fox,true
237,0x9baf7945d3acbdf9a66e9e325aa8fde9635669a1,rare,fox,true
238,0xdcc326d8862bef82481d6ce1e03b565134abcca1,rare,fox,true
239,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
240,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,legendary,fox,
241,0xe7a4d1dbda5b46f6ac9f992d807e8b4e41ad6192,rare,fox,true
242,0xb93e541bb854df8b9df1aafbed2156059bbcd84d,epic,fox,true
243,0x2af3c96634b31e6d3480b3c7d42c69244c58a68d,rare,fox,true
244,0x24ef07728060113daabeb944ab0f867d8f6b246f,epic,fox,true
245,0xcda4b7a68d310238b82ae2b6d08a8ab345a72f0e,epic,fox,true
246,0x7730c8d15093a84592003cbd010ba3b4575e1b8c,rare,fox,true
247,0xb25fbb128cd3ef669dcfbc0586fa1a5cb89b4d61,rare,fox,true
248,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,rare,fox,
249,0x44Fd482106C26B7DDc78b15A2ca8502A17E6fd63,rare,fox,
250,0xce71a685ca4b5b7d435d638da06bd02efde5ca0e,legendary,fox,true
251,0x02910f77360360ae9d810f96413a394cd3d1f05b,rare,fox,true
252,0x524fad0e0dcff81d12e14c82d79eb048b7647f9d,epic,fox,true
253,0x3e11b86241fc33871ef975d491220e523915ebeb,rare,fox,true
254,0x429e007449ec145fcf81eab54a1f67f3881e9fb8,rare,fox,true
255,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,mystic,fox,
256,0x023df184807bfa62b357e401435ba19e1008507c,rare,fox,true
257,0x89bc0501e5e8fc4ba137ea5dd1eddfd0e87cd2bf,rare,fox,true
258,0x19d31C1953e6059F653eE68Bbd128cB20F377d24,rare,fox,
259,0xf7b32e3185d375751a805f5fc7c818f27976465a,rare,fox,true
260,0x7ae3ad00554625f8208f31f2fbfd4b902acc6b7d,legendary,fox,true
261,0xa6f0fb46567e32b29b42a0e3bf105365d9b22fd2,rare,fox,true
262,0xddeca658f2733e82544417222846fff0481bead2,epic,fox,true
263,0xfaa0496331a8e84ed21b4b097c4e981f5dc041d9,rare,fox,true
264,0x224ae1d88db764548c857899d675162d188a2c93,rare,fox,true
265,0x8481cd3547a511f8f23154c206e7e95d5073c845,epic,fox,true
266,0xf52611a15830d59d4775022826ad9f5f6899fd0b,rare,fox,true
267,0x2ac48816a5e6739be654409f3be51d6140e3000e,rare,fox,true
268,0xB38d62144605C6d7A9B5EC9d5bEDB038C86D7Af8,rare,fox,
269,0x5f494a30f1b71b748b71939c18446288168cdaab,epic,fox,true
270,0x0edaaf7bfe39e6569657534244ae1ce683a74628,legendary,fox,true
271,0xb6773f1fefd09f1fa74a97f7714e1093d88d8421,rare,fox,true
272,0xabb3b2907d35214aabcbf668f8c3d7a02b9f1687,rare,fox,true
273,0xddeca658f2733e82544417222846fff0481bead2,rare,fox,true
274,0x28d5586d0fcaef70d8d4200edaba48d844f05c6e,rare,fox,true
275,0xb119171497de432b4a3a5654c9d0b6a142af50a3,epic,fox,true
276,0xa0caa7803205026ec08818664c4211aff7565f56,rare,fox,true
277,0xb22bd13c85eb431d90c833c672ad1ea2f099e185,mystic,fox,true
278,0x6fc0a0242a4168199f6da2eab3b2d4689c2265b5,rare,fox,true
279,0xa03fe8d850d8e9a55bda932baf1bf3a5fba5beb1,rare,fox,true
280,0xdf2ff905e999b182fbb8429e3aa05663d3320d34,legendary,fox,true
281,0x2682d225ce43be908831e80508fed5ca8a9a64ce,rare,fox,true
282,0x1f386d2f9ef47b208158b988c7d89434045825bb,epic,fox,true
283,0xf889a1b3c0a7eed2fe6fbcc9e999c2c72103aad0,rare,fox,true
284,0x540fd165774f8de502e454ca11f4902c5bccd25d,rare,fox,true
285,0x7e0721329468dcc9f7d969edfe93a6fd81a7f418,epic,fox,true
286,0x474F4dEAD34d75d27DCa987327b80d4Cc7e94f2D,rare,fox,
287,0x582d44084fd8c6440d0c34b58de9ff91ed497ef9,rare,fox,true
288,0x376ed0447e21315c6dfcdcc3eea41e351b35478b,mystic,fox,true
289,0x9baf7945d3acbdf9a66e9e325aa8fde9635669a1,rare,fox,true
290,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,legendary,fox,
291,0xaa12616fcdb7447017f4e7c5c453860e03caa232,rare,fox,true
292,0xd896760fbda3e3e5c01a09b4b983fd709aaaa19c,rare,fox,true
293,0x2caa0A493605fa1D81Ca3087C9f57Bf2e441F1EA,rare,fox,
294,0x9d092D5143CD15A921E82b27dC870Ed355bCFBA5,rare,fox,
295,0xb119171497de432b4a3a5654c9d0b6a142af50a3,epic,fox,true
296,0xbe7b4ef23a3ae1c505b52cdbf19173661b5e3721,rare,fox,true
297,0xcbfbee75931903c1b03363b08b30b646b29d452e,rare,fox,true
298,0x7a936fba06e81741e3ef7d6cc13ce194e66d7326,rare,fox,true
299,0x0255283aee1940a8c5018ee6d968b9c1f7116789,epic,fox,true
300,0xa80D92FB84852e00d952b315387215656cEa45F5,legendary,fox,
301,0xaf6ec581eca15f44182c129d8f3d7e0a1b92f299,rare,fox,true
302,0x2a76167D63Dfe8344b87C8B17f2AD7F413DD5A08,rare,fox,
303,0x99899809997592422780743ff5a570b57d223251,mystic,fox,true
304,0xa9788e0206d59c80ae750b6d2624d75065022c1a,rare,fox,true
305,0x9571e10c57ed2ea3a419c6b22faff3421026b7e3,epic,fox,true
306,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
307,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
308,0xd2a679d9cdfb07ded283f9c6516c7ac146048987,rare,fox,true
309,0xb15a9bce3e3a09602cbc586f3a5774c8c642d376,rare,fox,true
310,0x9dd077c8e59641db2d1f3279608aee6524071cbe,legendary,fox,true
311,0x420c896D45E85F423D56F10152089e3808c1e096,epic,fox,
312,0xcbfbee75931903c1b03363b08b30b646b29d452e,rare,fox,true
313,0xd2a679d9cdfb07ded283f9c6516c7ac146048987,epic,fox,true
314,0xddeca658f2733e82544417222846fff0481bead2,rare,fox,true
315,0x5e201a448631fe4c35ba247844261b5bccf00d10,epic,fox,true
316,0x7c6cbd993ce7277b4afb6c6e2c1033151d6b489f,rare,fox,true
317,0xcbfbee75931903c1b03363b08b30b646b29d452e,rare,fox,true
318,0x1bde1c7cf590a982c4d924eb1a63fdfe644ddd9a,rare,fox,true
319,0x617edc8da2652080dd89b97ceb859ed04186d5cb,rare,fox,true
320,0x5f494a30f1b71b748b71939c18446288168cdaab,legendary,fox,true
321,0xaf6ec581eca15f44182c129d8f3d7e0a1b92f299,rare,fox,true
322,0xaab50b11568543a3d052998c9d8f880a44753c19,epic,fox,true
323,0x8e32c55e28a495f168f2586c3a80383c3a165f0d,rare,fox,true
324,0x290bc3d957613d5ca3f9ab7bb867348bd0c9bfc4,rare,fox,true
325,0xf52611a15830d59d4775022826ad9f5f6899fd0b,epic,fox,true
326,0x8086547ce1571169f44e8f314b331a74306cdfb3,rare,fox,true
327,0x956af30d66004ca9dc1b3faa60004d398560ad3a,rare,fox,true
328,0xfcd29a0cdd8d0f833ce2c4a462c2442d0219b263,rare,fox,true
329,0x2abcdc54e292a301edecedbfc97c5a3f3f0603c3,rare,fox,true
330,0xcda4b7a68d310238b82ae2b6d08a8ab345a72f0e,legendary,fox,true
331,0xaf6ec581eca15f44182c129d8f3d7e0a1b92f299,rare,fox,true
332,0x999f5799ebef6bac8742f6947288f1529dc41944,rare,fox,true
333,0x999f5799ebef6bac8742f6947288f1529dc41944,mystic,fox,true
334,0x8449732f278a25523b3c058864296dc6425edc46,rare,fox,true
335,0x4cd53b54f63cb069048bb9e36c4f36bf8266c3f2,epic,fox,true
336,0xb119171497de432b4a3a5654c9d0b6a142af50a3,rare,fox,true
337,0xd18ecbf4c2bd34c8d573e214e2aca3d55a6fe5ac,rare,fox,true
338,0xcac3d7ddc8948c18b7f64f7a1273d472624bb008,rare,fox,true
339,0x724c0d1992db4c13a9e12f028a0af475c42426af,epic,fox,true
340,0x7ae3ad00554625f8208f31f2fbfd4b902acc6b7d,legendary,fox,true
341,0xe66c4984b245ef86c63a394c449a63b23b5fe8eb,rare,fox,true
342,0x6dc8d50acebf56590050e3d6322a4886095ed9d8,rare,fox,true
343,0x34640c78b857c1bbb439e1c6907b058adec11f03,epic,fox,true
344,0x5f494a30f1b71b748b71939c18446288168cdaab,epic,fox,true
345,0xf4e9f74747cca35201bfd85119ea3e9152238bff,,,true
346,0x266a2bA1051a6C1eb57b9d8A208668386250D5ea,rare,fox,
347,0x995769ba4cd84df62f105c2c75087c94f3a4dc99,rare,fox,true
348,0xb4d9a3560e98842f127ed6a92f408ef0a37aa047,rare,fox,true
349,0xce71a685ca4b5b7d435d638da06bd02efde5ca0e,rare,fox,true
350,0xb2619c55a3566a4cbe6b11daf71d15a4aec9df62,legendary,fox,true
351,0x2434ddf0b239d169b41ffd1367d5e8f80f367d95,rare,fox,true
352,0xcbfbee75931903c1b03363b08b30b646b29d452e,rare,fox,true
353,0xf52611a15830d59d4775022826ad9f5f6899fd0b,epic,fox,true
354,0x105968670e5ffdcd12ad2d5d3481e60c9e87f7e7,rare,fox,true
355,0x540fd165774f8de502e454ca11f4902c5bccd25d,mystic,fox,true
356,0x4Cb0B956a476E94886a87F73e3425A54db3A3836,rare,fox,
357,0x69E730C9d3386F55756E44ddb668571D13EdE577,rare,fox,
358,0xb15a9bce3e3a09602cbc586f3a5774c8c642d376,rare,fox,true
